Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1,Fy_L1,Fz_L1,Mx_L1,My_L1,Mz_L1
        4.725,             0,             0, -3.1099998951, 19.4879436493, 260.139526367,          4000, 61.2804527283, -10.515663147, 10.0879640579
         4.75,             0,             0, -3.09999990463, 19.4879207611, 259.525390625,          4000, 61.0478668213, -10.5156650543, 10.0561952591
        4.775,             0,             0, -3.08999991417, 19.4878978729, 258.911254883,          4000,  60.815284729, -10.5156669617, 10.0244255066
          4.8,             0,             0, -3.07999992371, 19.4878749847, 258.297149658,          4000, 60.5827026367, -10.515668869, 9.99265480042
        4.825,             0,             0, -3.06999993324, 19.4878520966, 257.683013916,          4000, 60.3501205444, -10.5156707764, 9.96088314056
         4.85,             0,             0, -3.05999994278, 19.4878311157, 257.068878174,          4000, 60.1175346375,  -10.51567173, 9.92910957336
        4.875,             0,             0, -3.04999995232, 19.4878082275, 256.454742432,          4000, 59.8849525452, -10.5156736374, 9.89733600616
          4.9,             0,             0, -3.03999996185, 19.4877872467, 255.840621948,          4000, 59.6523666382, -10.5156755447, 9.86556148529
        4.925,             0,             0, -3.02999997139, 19.4877643585, 255.226486206,          4000, 59.4197845459, -10.5156774521, 9.83378505707
         4.95,             0,             0, -3.01999998093, 19.4877433777, 254.612350464,          4000, 59.1872024536, -10.5156793594, 9.80200862885
        4.975,             0,             0, -3.00999999046, 19.4877204895, 253.998199463,          4000, 58.9546165466, -10.5156803131, 9.77023029327
            5,             0,             0,            -3, 19.4876995087, 253.384063721,          4000, 58.7220344543, -10.5156822205,  9.7384519577
        5.025,             0,             0, -2.99000000954, 19.4876785278,  252.76991272,          4000, 58.4894485474, -10.5156841278, 9.70667171478
         5.05,             0,             0, -2.98000001907, 19.4876556396, 252.155776978,          4000, 58.2568626404, -10.5156860352, 9.67489147186
        5.075,             0,             0, -2.97000002861, 19.4876346588, 251.541625977,          4000, 58.0242805481, -10.5156869888, 9.64310932159
          5.1,             0,             0, -2.96000003815,  19.487613678, 250.927474976,          4000, 57.7916946411, -10.5156888962, 9.61132717133
        5.125,             0,             0, -2.95000004768, 19.4875926971, 250.313323975,          4000, 57.5591125488, -10.5156908035, 9.57954311371
         5.15,             0,             0, -2.94000005722, 19.4875717163, 249.699157715,          4000, 57.3265266418, -10.5156927109, 9.54775810242
        5.175,             0,             0, -2.93000006676, 19.4875507355, 249.085006714,          4000, 57.0939407349, -10.5156936646, 9.51597309113
          5.2,             0,             0, -2.92000007629, 19.4875297546, 248.470855713,          4000, 56.8613548279, -10.5156955719, 9.48418617249
        5.225,             0,             0, -2.91000008583, 19.4875087738, 247.856689453,          4000, 56.6287727356, -10.5156974792, 9.45239925385
         5.25,             0,             0, -2.90000009537,  19.487487793, 247.242523193,          4000, 56.3961868286, -10.5156993866, 9.42061042786
        5.275,             0,             0, -2.8900001049, 19.4874668121, 246.628356934,          4000, 56.1636009216, -10.5157003403, 9.38882160187
          5.3,             0,             0, -2.88000011444, 19.4874458313, 246.014190674,          4000, 55.9310150146, -10.5157022476, 9.35703086853
        5.325,             0,             0, -2.86999988556, 19.4874267578, 245.400024414,          4000, 55.6984291077, -10.515704155, 9.32524013519
         5.35,             0,             0, -2.8599998951,  19.487405777, 244.785842896,          4000, 55.4658432007, -10.5157051086, 9.29344844818
        5.375,             0,             0, -2.84999990463, 19.4873847961, 244.171676636,          4000, 55.2332572937, -10.515707016, 9.26165485382
          5.4,             0,             0, -2.83999991417, 19.4873657227, 243.557495117,          4000, 55.0006713867, -10.5157089233, 9.22986125946
        5.425,             0,             0, -2.82999992371, 19.4873447418, 242.943328857,          4000, 54.7680854797, -10.515709877, 9.19806671143
         5.45,             0,             0, -2.81999993324, 19.4873256683, 242.329147339,          4000, 54.5354995728, -10.5157117844, 9.16627120972
        5.475,             0,             0, -2.80999994278, 19.4873046875,  241.71496582,          4000, 54.3029136658, -10.515712738, 9.13447475433
          5.5,             0,             0, -2.79999995232,  19.487285614, 241.100769043,          4000, 54.0703277588, -10.5157146454, 9.10267734528
